tournament,date,home_team,away_team,market,line,over_odds,under_odds,book,is_closing,source_url
UEFA Euro,2024-06-26,georgia,portugal,match_total,1.5,1.27,4.33,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-26,georgia,portugal,match_total,2.5,1.82,2.15,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-26,georgia,portugal,match_total,3.5,3.0,1.44,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-26,georgia,portugal,match_total,4.5,5.6,1.17,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-26,georgia,portugal,match_total,5.5,11.0,1.06,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-26,czechia,turkey,match_total,0.5,1.08,9.4,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-26,czechia,turkey,match_total,1.5,1.35,3.4,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-26,czechia,turkey,match_total,2.5,2.1,1.82,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-26,czechia,turkey,match_total,3.5,3.8,1.33,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-26,czechia,turkey,match_total,4.5,7.5,1.11,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-26,czechia,turkey,match_total,5.5,16.0,1.04,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-29,switzerland,italy,match_total,0.5,1.13,6.6,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-29,switzerland,italy,match_total,1.5,1.53,2.6,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-29,switzerland,italy,match_total,2.5,2.65,1.53,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-29,switzerland,italy,match_total,3.5,5.2,1.19,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-29,switzerland,italy,match_total,4.5,11.0,1.06,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-29,switzerland,italy,match_total,5.5,20.0,1.02,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-29,germany,denmark,match_total,0.5,1.06,10.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-29,germany,denmark,match_total,1.5,1.3,3.7,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-29,germany,denmark,match_total,2.5,1.94,1.95,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-29,germany,denmark,match_total,3.5,3.35,1.38,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-29,germany,denmark,match_total,4.5,6.6,1.14,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-29,germany,denmark,match_total,5.5,13.0,1.05,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-30,england,slovakia,match_total,0.5,1.08,9.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-30,england,slovakia,match_total,1.5,1.4,3.2,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-30,england,slovakia,match_total,2.5,2.18,1.75,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-30,england,slovakia,match_total,3.5,4.0,1.28,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-30,england,slovakia,match_total,4.5,8.0,1.1,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-30,england,slovakia,match_total,5.5,17.0,1.03,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-30,spain,georgia,match_total,0.5,1.04,17.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-30,spain,georgia,match_total,1.5,1.22,4.9,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-30,spain,georgia,match_total,2.5,1.65,2.38,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-30,spain,georgia,match_total,3.5,2.6,1.55,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-30,spain,georgia,match_total,4.5,4.6,1.22,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-30,spain,georgia,match_total,5.5,8.5,1.09,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-01,france,belgium,match_total,0.5,1.08,9.4,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-01,france,belgium,match_total,1.5,1.34,3.4,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-01,france,belgium,match_total,2.5,2.06,1.88,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-01,france,belgium,match_total,3.5,3.75,1.34,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-01,france,belgium,match_total,4.5,7.9,1.13,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-01,france,belgium,match_total,5.5,18.0,1.05,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-01,portugal,slovenia,match_total,0.5,1.05,13.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-01,portugal,slovenia,match_total,1.5,1.25,4.55,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-01,portugal,slovenia,match_total,2.5,1.75,2.18,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-01,portugal,slovenia,match_total,3.5,2.9,1.46,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-01,portugal,slovenia,match_total,4.5,5.6,1.18,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-01,portugal,slovenia,match_total,5.5,11.5,1.06,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-02,romania,netherlands,match_total,0.5,1.06,13.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-02,romania,netherlands,match_total,1.5,1.27,4.1,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-02,romania,netherlands,match_total,2.5,1.83,2.05,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-02,romania,netherlands,match_total,3.5,3.1,1.42,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-02,romania,netherlands,match_total,4.5,6.1,1.16,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-02,romania,netherlands,match_total,5.5,13.5,1.06,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-02,austria,turkey,match_total,0.5,1.08,9.2,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-02,austria,turkey,match_total,1.5,1.35,3.35,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-02,austria,turkey,match_total,2.5,2.1,1.85,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-02,austria,turkey,match_total,3.5,3.8,1.33,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-02,austria,turkey,match_total,4.5,8.2,1.12,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-02,austria,turkey,match_total,5.5,18.5,1.04,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-05,spain,germany,match_total,0.5,1.07,10.5,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-05,spain,germany,match_total,1.5,1.33,3.75,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-05,spain,germany,match_total,2.5,2.0,1.92,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-05,spain,germany,match_total,3.5,3.55,1.35,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-05,spain,germany,match_total,4.5,7.0,1.13,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-05,spain,germany,match_total,5.5,15.0,1.05,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-05,portugal,france,match_total,0.5,1.1,7.8,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-05,portugal,france,match_total,1.5,1.44,3.05,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-05,portugal,france,match_total,2.5,2.4,1.66,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-05,portugal,france,match_total,3.5,4.6,1.26,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-05,portugal,france,match_total,4.5,9.5,1.06,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-05,portugal,france,match_total,5.5,20.0,1.03,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-06,england,switzerland,match_total,0.5,1.13,6.6,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-06,england,switzerland,match_total,1.5,1.55,2.65,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-06,england,switzerland,match_total,2.5,2.65,1.52,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-06,england,switzerland,match_total,3.5,5.1,1.19,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-06,england,switzerland,match_total,4.5,11.0,1.06,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-06,england,switzerland,match_total,5.5,20.0,1.02,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-06,netherlands,turkey,match_total,0.5,1.06,13.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-06,netherlands,turkey,match_total,1.5,1.3,4.1,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-06,netherlands,turkey,match_total,2.5,1.9,2.04,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-06,netherlands,turkey,match_total,3.5,3.15,1.4,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-06,netherlands,turkey,match_total,4.5,6.25,1.15,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-06,netherlands,turkey,match_total,5.5,13.0,1.05,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-09,spain,france,match_total,0.5,1.12,7.5,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-09,spain,france,match_total,1.5,1.47,2.82,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-09,spain,france,match_total,2.5,2.5,1.6,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-09,spain,france,match_total,3.5,5.0,1.22,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-09,spain,france,match_total,4.5,11.0,1.07,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-09,spain,france,match_total,5.5,25.0,1.03,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-10,netherlands,england,match_total,0.5,1.12,7.6,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-10,netherlands,england,match_total,1.5,1.47,2.9,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-10,netherlands,england,match_total,2.5,2.48,1.6,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-10,netherlands,england,match_total,3.5,4.8,1.22,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-10,netherlands,england,match_total,4.5,11.0,1.08,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-10,netherlands,england,match_total,5.5,25.0,1.03,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-14,spain,england,match_total,0.5,1.13,7.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-14,spain,england,match_total,1.5,1.5,2.75,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-14,spain,england,match_total,2.5,2.5,1.57,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-14,spain,england,match_total,3.5,4.7,1.21,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-14,spain,england,match_total,4.5,10.0,1.07,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-07-14,spain,england,match_total,5.5,19.0,1.02,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
FIFA World Cup,2022-11-20,qatar,ecuador,match_total,0.5,1.12,7.2,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-20,qatar,ecuador,match_total,1.5,1.55,2.65,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-20,qatar,ecuador,match_total,2.5,3.0,1.53,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-20,qatar,ecuador,match_total,3.5,5.5,1.2,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-20,qatar,ecuador,match_total,4.5,14.0,1.07,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-20,qatar,ecuador,match_total,5.5,35.0,1.02,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-21,england,iran,match_total,0.5,1.1,9.0,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-21,england,iran,match_total,1.5,1.44,3.0,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-21,england,iran,match_total,2.5,2.32,1.72,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-21,england,iran,match_total,3.5,4.6,1.23,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-21,england,iran,match_total,4.5,10.5,1.08,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-21,england,iran,match_total,5.5,27.0,1.02,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-21,senegal,netherlands,match_total,0.5,1.1,9.0,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-21,senegal,netherlands,match_total,1.5,1.44,3.0,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-21,senegal,netherlands,match_total,2.5,2.3,1.68,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-21,senegal,netherlands,match_total,3.5,4.6,1.24,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-21,senegal,netherlands,match_total,4.5,10.5,1.08,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-21,senegal,netherlands,match_total,5.5,27.0,1.03,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-21,united_states,wales,match_total,0.5,1.11,7.8,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-21,united_states,wales,match_total,1.5,1.47,2.95,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-21,united_states,wales,match_total,2.5,2.48,1.6,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-21,united_states,wales,match_total,3.5,4.9,1.24,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-21,united_states,wales,match_total,4.5,12.0,1.08,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-21,united_states,wales,match_total,5.5,27.0,1.03,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-22,argentina,saudi_arabia,match_total,0.5,1.03,24.0,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-22,argentina,saudi_arabia,match_total,1.5,1.19,5.8,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-22,argentina,saudi_arabia,match_total,2.5,1.6,2.68,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-22,argentina,saudi_arabia,match_total,3.5,2.47,1.66,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-22,argentina,saudi_arabia,match_total,4.5,4.4,1.26,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-22,argentina,saudi_arabia,match_total,5.5,8.2,1.1,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-22,denmark,tunisia,match_total,0.5,1.09,8.5,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-22,denmark,tunisia,match_total,1.5,1.43,3.1,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-22,denmark,tunisia,match_total,2.5,2.35,1.7,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-22,denmark,tunisia,match_total,3.5,4.6,1.25,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-22,denmark,tunisia,match_total,4.5,10.5,1.08,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-22,denmark,tunisia,match_total,5.5,25.0,1.03,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-22,mexico,poland,match_total,0.5,1.11,8.5,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-22,mexico,poland,match_total,1.5,1.45,2.9,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-22,mexico,poland,match_total,2.5,2.46,1.62,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-22,mexico,poland,match_total,3.5,4.6,1.23,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-22,mexico,poland,match_total,4.5,10.5,1.08,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-22,mexico,poland,match_total,5.5,27.0,1.03,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-22,france,australia,match_total,1.5,1.21,5.1,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-22,france,australia,match_total,2.5,1.7,2.38,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-22,france,australia,match_total,3.5,2.65,1.54,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-22,france,australia,match_total,4.5,5.0,1.21,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-22,france,australia,match_total,5.5,10.5,1.08,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-23,morocco,croatia,match_total,0.5,1.09,9.2,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-23,morocco,croatia,match_total,1.5,1.41,3.15,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-23,morocco,croatia,match_total,2.5,2.2,1.75,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-23,morocco,croatia,match_total,3.5,4.2,1.27,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-23,morocco,croatia,match_total,4.5,9.5,1.1,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-23,morocco,croatia,match_total,5.5,23.0,1.03,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-23,germany,japan,match_total,0.5,1.04,19.0,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-23,germany,japan,match_total,1.5,1.19,5.3,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-23,germany,japan,match_total,2.5,1.65,2.45,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-23,germany,japan,match_total,3.5,2.48,1.6,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-23,germany,japan,match_total,4.5,4.4,1.24,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-23,germany,japan,match_total,5.5,8.6,1.1,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-23,spain,costa_rica,match_total,0.5,1.03,17.5,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-23,spain,costa_rica,match_total,1.5,1.18,5.7,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-23,spain,costa_rica,match_total,2.5,1.57,2.6,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-23,spain,costa_rica,match_total,3.5,2.41,1.65,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-23,spain,costa_rica,match_total,4.5,4.35,1.28,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-23,spain,costa_rica,match_total,5.5,8.8,1.11,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-23,belgium,canada,match_total,0.5,1.05,15.0,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-23,belgium,canada,match_total,1.5,1.25,4.2,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-23,belgium,canada,match_total,2.5,1.8,2.18,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-23,belgium,canada,match_total,3.5,2.96,1.47,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-23,belgium,canada,match_total,4.5,5.8,1.18,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-23,belgium,canada,match_total,5.5,13.0,1.07,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-24,switzerland,cameroon,match_total,0.5,1.09,8.5,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-24,switzerland,cameroon,match_total,1.5,1.43,3.05,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-24,switzerland,cameroon,match_total,2.5,2.3,1.7,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-24,switzerland,cameroon,match_total,3.5,4.5,1.24,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-24,switzerland,cameroon,match_total,4.5,10.5,1.08,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-24,switzerland,cameroon,match_total,5.5,26.0,1.03,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-24,uruguay,south_korea,match_total,0.5,1.09,9.0,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-24,uruguay,south_korea,match_total,1.5,1.42,3.05,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-24,uruguay,south_korea,match_total,2.5,2.31,1.7,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-24,uruguay,south_korea,match_total,3.5,4.45,1.25,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
