tournament,date,home_team,away_team,market,line,over_odds,under_odds,book,is_closing,source_url
UEFA Euro,2024-06-15,italy,albania,match_total,2.5,2.1,1.83,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-15,italy,albania,match_total,3.5,3.8,1.33,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-15,italy,albania,match_total,4.5,7.2,1.11,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-15,italy,albania,match_total,5.5,14.0,1.03,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-16,poland,netherlands,match_total,0.5,1.06,11.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-16,poland,netherlands,match_total,1.5,1.29,3.95,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-16,poland,netherlands,match_total,2.5,1.9,2.02,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-16,poland,netherlands,match_total,3.5,3.25,1.38,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-16,poland,netherlands,match_total,4.5,6.5,1.14,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-16,poland,netherlands,match_total,5.5,14.5,1.05,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-16,slovenia,denmark,match_total,0.5,1.09,8.1,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-16,slovenia,denmark,match_total,1.5,1.44,3.1,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-16,slovenia,denmark,match_total,2.5,2.31,1.7,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-16,slovenia,denmark,match_total,3.5,4.45,1.25,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-16,slovenia,denmark,match_total,4.5,10.0,1.08,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-16,slovenia,denmark,match_total,5.5,23.0,1.03,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-16,serbia,england,match_total,0.5,1.06,13.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-16,serbia,england,match_total,1.5,1.28,4.1,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-16,serbia,england,match_total,2.5,1.85,2.03,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-16,serbia,england,match_total,3.5,3.1,1.4,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-16,serbia,england,match_total,4.5,6.1,1.15,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-16,serbia,england,match_total,5.5,13.5,1.05,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-17,romania,ukraine,match_total,0.5,1.08,9.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-17,romania,ukraine,match_total,1.5,1.37,3.35,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-17,romania,ukraine,match_total,2.5,2.11,1.78,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-17,romania,ukraine,match_total,3.5,3.9,1.3,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-17,romania,ukraine,match_total,4.5,8.3,1.11,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-17,romania,ukraine,match_total,5.5,19.0,1.04,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-17,belgium,slovakia,match_total,0.5,1.05,13.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-17,belgium,slovakia,match_total,1.5,1.26,4.3,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-17,belgium,slovakia,match_total,2.5,1.78,2.13,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-17,belgium,slovakia,match_total,3.5,2.9,1.45,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-17,belgium,slovakia,match_total,4.5,5.4,1.17,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-17,belgium,slovakia,match_total,5.5,10.0,1.06,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-17,austria,france,match_total,0.5,1.06,13.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-17,austria,france,match_total,1.5,1.28,4.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-17,austria,france,match_total,2.5,1.85,2.05,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-17,austria,france,match_total,3.5,3.1,1.41,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-17,austria,france,match_total,4.5,5.8,1.16,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-17,austria,france,match_total,5.5,13.0,1.05,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-18,turkey,georgia,match_total,0.5,1.07,11.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-18,turkey,georgia,match_total,1.5,1.33,3.65,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-18,turkey,georgia,match_total,2.5,1.98,1.9,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-18,turkey,georgia,match_total,3.5,3.4,1.35,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-18,turkey,georgia,match_total,4.5,6.75,1.13,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-18,turkey,georgia,match_total,5.5,13.0,1.04,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-18,portugal,czechia,match_total,0.5,1.03,13.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-18,portugal,czechia,match_total,1.5,1.25,4.25,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-18,portugal,czechia,match_total,2.5,1.8,2.1,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-18,portugal,czechia,match_total,3.5,3.0,1.42,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-18,portugal,czechia,match_total,4.5,5.8,1.16,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-18,portugal,czechia,match_total,5.5,12.5,1.05,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-19,croatia,albania,match_total,0.5,1.08,9.6,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-19,croatia,albania,match_total,1.5,1.37,3.4,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-19,croatia,albania,match_total,2.5,2.11,1.82,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-19,croatia,albania,match_total,3.5,3.85,1.3,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-19,croatia,albania,match_total,4.5,8.4,1.11,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-19,croatia,albania,match_total,5.5,19.5,1.04,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-19,germany,hungary,match_total,0.5,1.03,18.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-19,germany,hungary,match_total,1.5,1.17,5.8,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-19,germany,hungary,match_total,2.5,1.52,2.75,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-19,germany,hungary,match_total,3.5,2.3,1.71,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-19,germany,hungary,match_total,4.5,3.8,1.3,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-19,germany,hungary,match_total,5.5,7.0,1.12,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-19,scotland,switzerland,match_total,0.5,1.1,8.2,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-19,scotland,switzerland,match_total,1.5,1.44,3.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-19,scotland,switzerland,match_total,2.5,2.32,1.67,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-19,scotland,switzerland,match_total,3.5,4.4,1.25,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-19,scotland,switzerland,match_total,4.5,8.8,1.08,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-19,scotland,switzerland,match_total,5.5,19.0,1.03,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-20,slovenia,serbia,match_total,0.5,1.07,11.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-20,slovenia,serbia,match_total,1.5,1.32,3.8,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-20,slovenia,serbia,match_total,2.5,1.98,1.96,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-20,slovenia,serbia,match_total,3.5,3.3,1.38,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-20,slovenia,serbia,match_total,4.5,6.25,1.14,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-20,slovenia,serbia,match_total,5.5,13.0,1.04,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-20,denmark,england,match_total,0.5,1.1,8.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-20,denmark,england,match_total,1.5,1.42,3.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-20,denmark,england,match_total,2.5,2.3,1.67,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-20,denmark,england,match_total,3.5,4.3,1.25,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-20,denmark,england,match_total,4.5,9.0,1.09,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-20,denmark,england,match_total,5.5,19.0,1.03,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-20,spain,italy,match_total,0.5,1.1,8.4,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-20,spain,italy,match_total,1.5,1.42,3.15,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-20,spain,italy,match_total,2.5,2.25,1.7,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-20,spain,italy,match_total,3.5,4.0,1.27,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-20,spain,italy,match_total,4.5,8.2,1.1,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-20,spain,italy,match_total,5.5,16.0,1.03,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-21,slovakia,ukraine,match_total,0.5,1.09,9.2,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-21,slovakia,ukraine,match_total,1.5,1.4,3.4,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-21,slovakia,ukraine,match_total,2.5,2.18,1.8,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-21,slovakia,ukraine,match_total,3.5,3.9,1.29,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-21,slovakia,ukraine,match_total,4.5,8.1,1.1,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-21,slovakia,ukraine,match_total,5.5,18.5,1.03,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-21,poland,austria,match_total,0.5,1.08,9.4,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-21,poland,austria,match_total,1.5,1.35,3.45,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-21,poland,austria,match_total,2.5,2.08,1.82,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-21,poland,austria,match_total,3.5,3.8,1.33,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-21,poland,austria,match_total,4.5,7.8,1.12,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-21,poland,austria,match_total,5.5,17.5,1.04,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-21,netherlands,france,match_total,0.5,1.09,9.1,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-21,netherlands,france,match_total,1.5,1.37,3.4,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-21,netherlands,france,match_total,2.5,2.1,1.78,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-21,netherlands,france,match_total,3.5,3.8,1.3,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-21,netherlands,france,match_total,4.5,8.2,1.11,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-21,netherlands,france,match_total,5.5,18.5,1.04,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-22,georgia,czechia,match_total,0.5,1.05,13.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-22,georgia,czechia,match_total,1.5,1.25,4.4,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-22,georgia,czechia,match_total,2.5,1.83,2.15,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-22,georgia,czechia,match_total,3.5,3.05,1.47,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-22,georgia,czechia,match_total,4.5,5.8,1.18,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-22,georgia,czechia,match_total,5.5,11.0,1.07,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-22,turkey,portugal,match_total,0.5,1.05,13.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-22,turkey,portugal,match_total,1.5,1.23,4.7,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-22,turkey,portugal,match_total,2.5,1.73,2.24,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-22,turkey,portugal,match_total,3.5,2.88,1.5,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-22,turkey,portugal,match_total,4.5,5.25,1.19,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-22,turkey,portugal,match_total,5.5,10.5,1.07,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-22,belgium,romania,match_total,0.5,1.04,13.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-22,belgium,romania,match_total,1.5,1.22,4.8,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-22,belgium,romania,match_total,2.5,1.7,2.28,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-22,belgium,romania,match_total,3.5,2.7,1.5,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-22,belgium,romania,match_total,4.5,5.0,1.2,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-22,belgium,romania,match_total,5.5,9.4,1.08,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-23,scotland,hungary,match_total,0.5,1.04,14.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-23,scotland,hungary,match_total,1.5,1.23,4.4,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-23,scotland,hungary,match_total,2.5,1.7,2.23,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-23,scotland,hungary,match_total,3.5,2.75,1.5,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-23,scotland,hungary,match_total,4.5,5.0,1.19,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-23,scotland,hungary,match_total,5.5,10.0,1.07,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-23,switzerland,germany,match_total,0.5,1.06,11.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-23,switzerland,germany,match_total,1.5,1.3,3.85,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-23,switzerland,germany,match_total,2.5,1.91,2.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-23,switzerland,germany,match_total,3.5,3.4,1.4,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-23,switzerland,germany,match_total,4.5,6.6,1.15,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-23,switzerland,germany,match_total,5.5,14.5,1.05,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-24,croatia,italy,match_total,0.5,1.1,8.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-24,croatia,italy,match_total,1.5,1.45,2.95,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-24,croatia,italy,match_total,2.5,2.33,1.65,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-24,croatia,italy,match_total,3.5,4.4,1.24,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-24,croatia,italy,match_total,4.5,9.2,1.08,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-24,croatia,italy,match_total,5.5,20.0,1.03,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-24,albania,spain,match_total,0.5,1.06,13.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-24,albania,spain,match_total,1.5,1.28,4.1,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-24,albania,spain,match_total,2.5,1.85,2.1,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-24,albania,spain,match_total,3.5,3.1,1.43,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-24,albania,spain,match_total,4.5,6.1,1.17,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-24,albania,spain,match_total,5.5,11.5,1.06,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-25,france,poland,match_total,0.5,1.04,14.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-25,france,poland,match_total,1.5,1.21,4.7,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-25,france,poland,match_total,2.5,1.65,2.35,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-25,france,poland,match_total,3.5,2.63,1.55,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-25,france,poland,match_total,4.5,4.8,1.22,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-25,france,poland,match_total,5.5,9.0,1.09,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-25,netherlands,austria,match_total,0.5,1.07,10.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-25,netherlands,austria,match_total,1.5,1.29,3.9,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-25,netherlands,austria,match_total,2.5,1.9,1.96,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-25,netherlands,austria,match_total,3.5,3.2,1.4,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-25,netherlands,austria,match_total,4.5,6.2,1.15,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-25,netherlands,austria,match_total,5.5,13.0,1.05,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-25,england,slovenia,match_total,0.5,1.05,11.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-25,england,slovenia,match_total,1.5,1.28,3.85,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-25,england,slovenia,match_total,2.5,1.9,2.02,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-25,england,slovenia,match_total,3.5,3.2,1.4,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-25,england,slovenia,match_total,4.5,6.25,1.15,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-25,england,slovenia,match_total,5.5,13.0,1.05,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-25,denmark,serbia,match_total,0.5,1.08,8.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-25,denmark,serbia,match_total,1.5,1.4,3.25,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-25,denmark,serbia,match_total,2.5,2.25,1.7,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-25,denmark,serbia,match_total,3.5,4.0,1.29,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-25,denmark,serbia,match_total,4.5,8.0,1.1,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-25,denmark,serbia,match_total,5.5,16.0,1.03,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-26,slovakia,romania,match_total,0.5,1.23,4.7,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-26,slovakia,romania,match_total,1.5,1.7,2.3,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-26,slovakia,romania,match_total,2.5,3.55,1.4,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-26,slovakia,romania,match_total,3.5,6.75,1.17,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-26,slovakia,romania,match_total,4.5,17.0,1.05,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-26,ukraine,belgium,match_total,0.5,1.05,13.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-26,ukraine,belgium,match_total,1.5,1.26,4.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-26,ukraine,belgium,match_total,2.5,1.82,2.07,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-26,ukraine,belgium,match_total,3.5,3.0,1.42,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-26,ukraine,belgium,match_total,4.5,5.8,1.16,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-26,ukraine,belgium,match_total,5.5,11.0,1.06,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
UEFA Euro,2024-06-26,georgia,portugal,match_total,0.5,1.05,13.0,oddsportal_avg,True,https://www.oddsportal.com/football/europe/euro-2024/results/
